Question,Answer
Q: Okay.,"A: In November. On November first, I think we arrived in Le6en, Guanajuarto, and--and that's -- that's where --"
Q: And why in Mexico? Was there another orphanage there or something?,"A: No. General Sikorski visited Mexi-Mexico. I think that was with the suggestionfrom maybe -- maybe President Roosevelt, because I'm sure he came and asking forthe staying in United States, for the ca -- bringing some -- some Polish people to --to U.S.A., and -- and I know Roosevelt wanted to be friends with Stalin, and who --who of Poles would want to be friends with Stalin any more?"
Q: Yeah.,"A: So -- and -- and of course that wouldn't go with the -- along with the politics. So --so possibly that's where it came from, and so General Sikorski went to -- to themexi -- to Mexico to ja -- to the president of Mexico, and -- and he agreed. He -- hesays, I can find for 50,000 Polish refugees. So that was --"
Q: That's huge.,"A: -- the -- the beginning, but it didn't happen."
Q: Okay.,"A: First group arrived in Mexico on July second, or something like that."
Q: July second which year?,A: Forty-three.
Q: Forty-three.,"A: And the -- and the second one arrived on November -- I think first. So -- sowhatever -- what -- whatever was promised, didn't happen, because United Statesdidn't want to -- I don't know didn't want, didn't have ships, or whatever, the warwas, you know, in -- in --"
Q: Going on.,"A: -- going on and -- and possibly -- so -- so all the Polish people went to the Englishcolonists in Africa.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.170Interview with Stanistawa TobisJanuary 28, 2015"
Q: I see. But you made it to Mexico.,A: Right.
"Q: Were you on the first, or on the second --",A: Second.
Q: In November.,A: Mm-hm.
"Q: And you went by boat, by ship?","A: By ship, and that was a huge, huge -- the ship weighed I -- I also za -- forgot -- R -R something. No. Well anyway, whatever the name is, it's in the book. I'm sending"
Q: Everything to the book.,A: -- everything to the book.
"Q: And the book, we have to say -- we have to mention the name was -- tell me the","A: ""The Fulfillment of Visionary --"
Q: = return.,"A: -- Dream."""
"Q: ""The Fulfillment of Visionary Dream.""","A: That's why I wanted to give you another one -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.171Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Ah, okay.","A: -- but I guess so -- so -- so return, you have return --"
Q: Okay.,A: -- because those were the first editions.
"Q: I see, and it is the visionary dream. ""The Fulfillment of Visionary Dream.""","A: And this one was a little -- the truth is always the same, and whatever else I did,corrected some -- some -- but I had very good editor."
"Q: Okay, okay. So now when we're talking, you're in Mexico in November, and are","A: No, it was the same. Mexico gave us a hacienda, which is like big property ofsomebody that is not around, or gave that, I do -- I really don't know the story ofthat. And [indecipherable] Santa Rosa, and that was enough for school, a hugeschool building, high school was in a little different -- but i-in -- within the roun --around the same area. So -- so we -- we had very good teachers. We have even -- Idon't know if you are familiar of a Jesus of Mercy. The priests that brought Jesusof Mercy, a story, or -- or whatever, to United States, across the ocean, was myteacher. I have that many letters from him."
Q: Wow.,"A: From -- and -- and he was a priest.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.172Interview with Stanistawa TobisJanuary 28, 2015"
Q: Was this a particular order?,"A: Yes, Marian."
Q: Okay.,A: Marian father --
"Q: Marian order, okay.",A: Marian fathers.
Q: Okay.,"A: And -- and he came here to United States, and brought all the papers of SisterFaustina. So -- so all -- all this -- that story was -- and when I was writing book, Iwent -- I had at that time, I bought a -- a little house in Florida, and I went to f--tothat house, and that's where I have written the book."
Q: Oh.,"A: And every day, whenever I started writing, I would pray to him, because he -- hewas al-already was dead, and all the story I knew about him, you know, so -- andseems like always something happened if I didn't pray, and I couldn't s -- could notcontinue to write. And then I thought, why can't I get back in the -- and all ofasudden, oh, I didn't pray. I pray and then for the rest of the day I will write withoutstopping."
